District,gnn_embed_0,gnn_embed_1,gnn_embed_2,gnn_embed_3,gnn_embed_4,gnn_embed_5,gnn_embed_6,gnn_embed_7,gnn_embed_8,gnn_embed_9,gnn_embed_10,gnn_embed_11,gnn_embed_12,gnn_embed_13,gnn_embed_14,gnn_embed_15,gnn_embed_16,gnn_embed_17,gnn_embed_18,gnn_embed_19,gnn_embed_20,gnn_embed_21,gnn_embed_22,gnn_embed_23,gnn_embed_24,gnn_embed_25,gnn_embed_26,gnn_embed_27,gnn_embed_28,gnn_embed_29,gnn_embed_30,gnn_embed_31,gnn_embed_32,gnn_embed_33,gnn_embed_34,gnn_embed_35,gnn_embed_36,gnn_embed_37,gnn_embed_38,gnn_embed_39,gnn_embed_40,gnn_embed_41,gnn_embed_42,gnn_embed_43,gnn_embed_44,gnn_embed_45,gnn_embed_46,gnn_embed_47,gnn_embed_48,gnn_embed_49,gnn_embed_50,gnn_embed_51,gnn_embed_52,gnn_embed_53,gnn_embed_54,gnn_embed_55,gnn_embed_56,gnn_embed_57,gnn_embed_58,gnn_embed_59,gnn_embed_60,gnn_embed_61,gnn_embed_62,gnn_embed_63
Dahod,0.0,0.0,0.0,0.0,111.88251,74.50664,279.47815,0.0,0.0,385.4983,160.40369,4.04673,0.0,435.15387,153.92528,0.0,0.0,0.0,38.358185,331.00815,0.0,0.0,0.0,0.0,97.568634,0.0,0.0,21.09253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,243.89627,0.0,67.19805,0.0,0.0,0.0,0.0,76.14124,49.940907,123.055534,0.0,321.45084,66.40612,40.91574,0.0,0.0,101.48854,0.0,0.0,0.0,9.115593,0.0,0.0,302.89285,0.0,0.0,0.0,0.0
Devbhumidwarka,0.0,0.0,0.0,0.0,77.94122,283.28577,364.791,0.0,0.0,401.31998,171.96255,58.448105,0.0,578.705,11.387314,0.0,0.0,0.0,200.22957,517.8541,0.0,0.0,0.0,0.0,267.36237,0.0,0.0,182.30576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.31195,0.0,67.90837,0.0,30.706696,0.0,0.0,117.404816,121.13508,83.37637,0.0,247.9047,162.84467,263.24246,0.0,0.0,0.0,0.0,0.0,0.0,105.37986,0.0,0.0,287.61942,127.72,0.0,0.0,0.0
Gandhinagar,0.0,0.0,0.0,0.0,87.62694,380.14673,460.76773,0.0,0.0,498.23068,220.76407,77.61684,0.0,738.47375,0.0,0.0,0.0,0.0,276.81772,667.1086,0.0,0.0,0.0,0.0,353.2184,0.0,0.0,254.60411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.16371,0.0,82.36399,0.0,50.902405,0.0,0.0,156.34619,165.56255,89.59381,0.0,289.61035,215.50082,363.60226,0.0,0.0,0.0,0.0,0.0,0.0,144.96463,0.0,0.0,352.59335,178.58806,0.0,0.0,0.0
Girsomnath,0.0,0.0,0.0,0.0,181.25827,150.72519,464.11105,0.0,0.0,636.6719,283.7276,18.648018,0.0,738.2041,211.65955,0.0,0.0,0.0,110.579346,591.3028,0.0,0.0,0.0,0.0,174.586,0.0,0.0,84.17572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,348.6313,0.0,122.99847,0.0,0.0,0.0,0.0,137.5401,144.88345,170.18831,0.0,486.18143,128.95003,136.11276,0.0,0.0,124.19464,0.0,0.0,0.0,51.307236,0.0,0.0,489.99652,40.700745,0.0,0.0,0.0
Jamnagar,0.0,0.0,0.0,0.0,175.53871,0.0,316.15506,0.0,0.0,504.4964,215.69235,0.0,0.0,493.98422,276.82034,0.0,0.0,0.0,0.0,342.67203,0.0,0.0,0.0,0.0,18.750275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,367.97186,0.0,103.83107,0.0,0.0,0.0,0.0,76.99441,62.833916,174.89053,0.0,454.70126,33.650887,0.0,0.0,0.0,235.92043,0.0,0.0,0.0,0.0,0.0,0.0,414.69818,0.0,0.0,0.0,0.0
Junagadh,0.0,0.0,0.0,0.0,159.5618,237.2608,486.69708,0.0,0.0,620.8843,278.51416,46.47036,0.0,780.22955,148.64487,0.0,0.0,0.0,176.43256,654.4176,0.0,0.0,0.0,0.0,245.29282,0.0,0.0,148.18198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,294.1601,0.0,120.53388,0.0,0.0,0.0,0.0,157.03477,167.19418,148.7243,0.0,450.43152,168.24377,228.32166,0.0,0.0,40.04117,0.0,0.0,0.0,86.45587,0.0,0.0,472.49188,94.51509,0.0,0.0,0.0
Kachchh,0.0,0.0,0.0,0.0,128.0747,212.46634,407.34232,0.0,0.0,509.31268,222.56467,38.074913,0.0,645.7485,109.900604,0.0,0.0,0.0,150.77359,543.3382,0.0,0.0,0.0,0.0,216.60522,0.0,0.0,129.18404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,240.06512,0.0,94.14228,0.0,0.0,0.0,0.0,123.65753,129.6936,126.14842,0.0,360.46683,142.4141,193.81656,0.0,0.0,25.946838,0.0,0.0,0.0,77.394485,0.0,0.0,382.5691,82.11987,0.0,0.0,0.0
Kheda,0.0,0.0,0.0,0.0,144.07214,24.528778,308.46753,0.0,0.0,459.81396,196.65164,0.0,0.0,482.47308,226.79434,0.0,0.0,0.0,3.7862701,347.56607,0.0,0.0,0.0,0.0,62.62613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,316.87668,0.0,83.25335,0.0,0.0,0.0,0.0,84.322426,51.624733,152.06012,0.0,405.82413,52.392097,0.0,0.0,0.0,170.10664,0.0,0.0,0.0,0.0,0.0,0.0,368.672,0.0,0.0,0.0,0.0
Mahesana,0.0,0.0,0.0,0.0,134.87503,191.74353,411.09048,0.0,0.0,527.5215,232.1601,30.610321,0.0,653.96265,136.43674,0.0,0.0,0.0,136.12431,538.1318,0.0,0.0,0.0,0.0,202.01128,0.0,0.0,112.41785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,262.64035,0.0,95.19798,0.0,0.0,0.0,0.0,126.71704,122.25803,134.51488,0.0,387.51556,135.23795,170.4183,0.0,0.0,48.59268,0.0,0.0,0.0,63.215057,0.0,0.0,400.3061,66.45363,0.0,0.0,0.0
Mahisagar,0.0,0.0,0.0,0.0,99.34023,101.554276,275.2138,0.0,0.0,360.94443,149.2327,10.804504,0.0,425.83118,121.26578,0.0,0.0,0.0,57.496964,333.07623,0.0,0.0,0.0,0.0,117.17209,0.0,0.0,42.39798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,213.0168,0.0,61.346947,0.0,0.0,0.0,0.0,73.14414,53.378716,111.98603,0.0,285.13898,74.41244,67.23544,0.0,0.0,72.19217,0.0,0.0,0.0,24.715965,0.0,0.0,280.55765,18.312592,0.0,0.0,0.0
Morbi,0.0,0.0,0.0,0.0,179.4719,0.0,322.40756,0.0,0.0,518.84344,221.68329,0.0,0.0,503.14062,290.74414,0.0,0.0,0.0,0.0,348.55536,0.0,0.0,0.0,0.0,16.33368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,383.84113,0.0,103.77065,0.0,0.0,0.0,0.0,80.65333,59.019135,179.55714,0.0,474.0596,32.48565,0.0,0.0,0.0,244.05074,0.0,0.0,0.0,0.0,0.0,0.0,422.0222,0.0,0.0,0.0,0.0
Narmada,0.0,0.0,0.0,0.0,374.30945,0.0,592.02454,0.0,0.0,1012.9155,455.58057,0.0,0.0,949.26416,578.1673,0.0,0.0,0.0,0.0,669.5959,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.839355,0.0,0.0,0.0,729.5879,0.0,238.34583,0.0,0.0,0.0,0.0,157.5383,192.73073,325.2739,0.0,916.8287,49.94232,0.0,0.0,0.0,505.13785,0.0,0.0,0.0,0.0,0.0,0.0,833.20496,0.0,0.0,0.0,0.0
Navsari,0.0,0.0,0.0,0.0,459.03262,0.0,457.5193,0.0,0.0,1030.835,456.53558,0.0,0.0,724.9293,867.2443,0.0,0.0,166.1517,0.0,359.70197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,271.65228,0.0,0.0,0.0,957.9864,0.0,254.56685,0.0,0.0,0.0,0.0,88.86176,82.92552,410.2171,0.0,1096.0977,0.0,0.0,0.0,0.0,857.20776,0.0,0.0,0.0,0.0,0.0,0.0,900.2259,0.0,0.0,0.0,0.0
Panchmahals,0.0,0.0,0.0,0.0,145.04631,121.211,369.14685,0.0,0.0,500.9878,215.99313,18.49794,0.0,580.8904,171.07735,0.0,0.0,0.0,79.54292,464.10754,0.0,0.0,0.0,0.0,141.99477,0.0,0.0,57.98178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,287.75854,0.0,97.6903,0.0,0.0,0.0,0.0,105.7086,102.97708,143.67285,0.0,394.7481,101.121956,100.30496,0.0,0.0,102.93634,0.0,0.0,0.0,37.131454,0.0,0.0,389.19556,28.364883,0.0,0.0,0.0
Patan,0.0,0.0,0.0,0.0,129.24615,293.43594,471.2325,0.0,0.0,565.03406,251.88412,58.422867,0.0,753.9935,79.34592,0.0,0.0,0.0,216.08443,653.4475,0.0,0.0,0.0,0.0,286.3818,0.0,0.0,190.79744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228.6688,0.0,104.64732,0.0,3.5130157,0.0,0.0,151.50601,167.90756,123.52931,0.0,375.29593,185.54224,281.73587,0.0,0.0,0.0,0.0,0.0,0.0,112.68753,0.0,0.0,416.80884,128.96294,0.0,0.0,0.0
Porbandar,0.0,0.0,0.0,0.0,204.7563,0.0,331.84912,0.0,0.0,564.20026,242.9533,0.0,0.0,519.1014,343.89453,0.0,0.0,0.0,0.0,342.76157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.03508,0.0,0.0,0.0,435.57867,0.0,117.040596,0.0,0.0,0.0,0.0,78.802635,59.86914,201.02243,0.0,527.34393,15.491348,0.0,0.0,0.0,304.37552,0.0,0.0,0.0,0.0,0.0,0.0,465.99008,0.0,0.0,0.0,0.0
Rajkot,0.0,0.0,0.0,0.0,77.01057,828.23816,741.37256,0.0,0.0,687.9539,314.96384,196.86833,0.0,1197.1968,0.0,0.0,0.0,0.0,625.36414,1195.9023,0.0,0.0,0.0,0.0,724.1752,0.0,0.0,600.41583,150.72061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.445251,0.0,128.72147,0.0,210.91563,92.387726,0.0,267.99173,372.57397,48.03002,0.0,252.64261,439.83847,852.666,0.0,0.0,0.0,0.0,0.0,0.0,365.33768,0.0,0.0,439.47382,452.60028,0.0,0.0,0.0
Sabarkantha,0.0,0.0,0.0,0.0,146.28389,16.012299,307.77145,0.0,0.0,462.2013,198.09761,0.0,0.0,479.9607,232.06381,0.0,0.0,0.0,0.0,340.74988,0.0,0.0,0.0,0.0,56.002563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.54352,0.0,82.64783,0.0,0.0,0.0,0.0,80.84694,49.24113,154.49173,0.0,405.8731,47.791252,0.0,0.0,0.0,179.5888,0.0,0.0,0.0,0.0,0.0,0.0,371.58008,0.0,0.0,0.0,0.0
Surat,0.0,0.0,0.0,0.0,0.0,3236.0518,2214.9863,0.0,0.0,1674.4423,808.9796,839.43353,0.0,3647.7034,0.0,0.0,0.0,0.0,2509.8474,3971.885,0.0,0.0,0.0,0.0,2724.7607,0.0,0.0,2446.5552,1172.873,0.0,0.0,214.68947,0.0,0.0,0.0,0.0,0.0,0.0,360.107,0.0,1077.2104,1039.5293,284.76044,853.8171,1444.7568,0.0,0.0,16.81897,1637.289,3466.1414,0.0,0.0,0.0,0.0,0.0,843.8156,1541.0896,0.0,0.0,895.31445,1909.348,0.0,0.0,229.57379
Surendranagar,0.0,0.0,0.0,0.0,184.691,0.0,327.0064,0.0,0.0,530.18207,229.4766,0.0,0.0,512.0824,304.87744,0.0,0.0,0.0,0.0,347.48862,0.0,0.0,0.0,0.0,7.1803894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,392.98785,0.0,106.04553,0.0,0.0,0.0,0.0,82.226326,59.73452,183.903,0.0,485.46442,28.724243,0.0,0.0,0.0,259.35605,0.0,0.0,0.0,0.0,0.0,0.0,437.6022,0.0,0.0,0.0,0.0
Tapi,0.0,0.0,0.0,0.0,384.73303,0.0,596.853,0.0,0.0,1032.9126,463.47424,0.0,0.0,955.9551,596.7627,0.0,0.0,0.0,0.0,669.25165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.041779,0.0,0.0,0.0,751.6255,0.0,243.38644,0.0,0.0,0.0,0.0,154.52654,192.75166,335.09256,0.0,935.83545,44.026306,0.0,0.0,0.0,528.32104,0.0,0.0,0.0,0.0,0.0,0.0,847.4624,0.0,0.0,0.0,0.0
Thedangs,0.0,0.0,0.0,0.0,157.18324,599.393,722.14545,0.0,0.0,792.5209,360.15784,144.17293,0.0,1165.6522,0.0,0.0,0.0,0.0,458.57687,1091.1403,0.0,0.0,0.0,0.0,545.7465,0.0,0.0,425.88074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,198.30783,0.0,165.05003,0.0,95.40491,0.0,0.0,241.22552,341.41202,123.315865,0.0,425.31506,349.90216,624.42163,0.0,0.0,0.0,0.0,0.0,0.0,271.76788,0.0,0.0,555.4288,314.85745,0.0,0.0,0.0
Vadodara,0.0,0.0,0.0,0.0,99.54422,642.703,645.72095,0.0,0.0,641.1598,288.4793,150.79355,0.0,1034.1235,0.0,0.0,0.0,0.0,480.42206,1005.62366,0.0,0.0,0.0,0.0,569.51843,0.0,0.0,459.1717,59.39566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.24048,0.0,124.65886,0.0,139.72678,1.2210083,0.0,218.97136,308.9764,75.544655,0.0,281.6969,349.7059,655.8485,0.0,0.0,0.0,0.0,0.0,0.0,288.14114,0.0,0.0,427.14633,344.09915,0.0,0.0,0.0
Valsad,0.0,0.0,0.0,0.0,182.33612,0.0,317.344,0.0,0.0,515.84436,220.01189,0.0,0.0,496.2392,290.98505,0.0,0.0,0.0,0.0,342.07108,0.0,0.0,0.0,0.0,8.37915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,383.1115,0.0,107.96832,0.0,0.0,0.0,0.0,76.63176,63.60144,180.44629,0.0,472.0323,29.247154,0.0,0.0,0.0,250.71294,0.0,0.0,0.0,0.0,0.0,0.0,424.06824,0.0,0.0,0.0,0.0
Ambala,0.0,0.0,0.0,0.0,79.72064,428.73846,471.80447,0.0,0.0,489.9121,215.64153,95.98343,0.0,756.8294,0.0,0.0,0.0,0.0,313.97504,705.5149,0.0,0.0,0.0,0.0,390.60712,0.0,0.0,291.47415,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.6163,0.0,86.83871,0.0,77.03227,0.0,0.0,158.7726,189.14563,78.5923,0.0,259.18262,237.9469,419.35394,0.0,0.0,0.0,0.0,0.0,0.0,174.36754,0.0,0.0,338.3297,212.5763,0.0,0.0,0.0
Bhiwani,0.0,0.0,0.0,0.0,99.441086,344.43,455.44678,0.0,0.0,509.04514,227.37045,70.37153,0.0,730.0802,23.166382,0.0,0.0,0.0,252.0126,650.3514,0.0,0.0,0.0,0.0,324.43054,0.0,0.0,230.43936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.33626,0.0,87.71714,0.0,34.425247,0.0,0.0,155.21877,162.96718,97.35739,0.0,313.5641,202.30792,330.65924,0.0,0.0,0.0,0.0,0.0,0.0,130.62683,0.0,0.0,367.5843,160.08965,0.0,0.0,0.0
Faridabad,0.0,0.0,0.0,0.0,293.72528,845.109,1119.3645,0.0,0.0,1288.7684,593.9363,219.90433,0.0,1814.9321,0.0,0.0,0.0,0.0,670.95557,1703.4913,0.0,0.0,0.0,0.0,771.6168,0.0,0.0,618.5183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,361.04855,0.0,297.92877,0.0,114.63696,0.0,0.0,372.12552,587.64325,202.46625,0.0,717.67834,522.1573,928.7837,0.0,0.0,0.0,0.0,0.0,0.0,416.0908,0.0,0.0,914.28406,464.66565,0.0,0.0,0.0
Fatehabad,0.0,0.0,0.0,0.0,87.61148,122.64259,276.50446,0.0,0.0,352.9889,145.76385,13.035725,0.0,431.83792,108.65863,0.0,0.0,0.0,74.17966,342.01508,0.0,0.0,0.0,0.0,135.58757,0.0,0.0,56.7632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199.40842,0.0,52.98436,0.0,0.0,0.0,0.0,81.70078,47.093483,103.96713,0.0,280.07333,83.52987,86.80542,0.0,0.0,46.273773,0.0,0.0,0.0,22.993607,0.0,0.0,268.89706,26.116882,0.0,0.0,0.0
Gurgaon,0.0,0.0,0.0,0.0,175.55652,1256.898,1202.0123,0.0,0.0,1184.0867,550.54474,320.81754,0.0,1956.4796,0.0,0.0,0.0,0.0,976.5709,1952.6294,0.0,0.0,0.0,0.0,1099.2042,0.0,0.0,929.3462,187.77417,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.36017,0.0,259.96503,0.0,310.36398,66.667786,0.0,425.90677,672.3195,93.95128,0.0,466.2888,692.20056,1347.509,0.0,0.0,0.0,0.0,0.0,0.0,594.67676,0.0,0.0,773.5475,710.8895,0.0,0.0,0.0
Hisar,0.0,0.0,0.0,0.0,111.2436,80.583176,285.4804,0.0,0.0,389.4096,163.76083,5.190483,0.0,444.03076,149.90312,0.0,0.0,0.0,44.831924,338.86786,0.0,0.0,0.0,0.0,102.0663,0.0,0.0,27.735672,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,239.77054,0.0,67.32181,0.0,0.0,0.0,0.0,77.060486,54.75491,122.03949,0.0,317.3073,68.96179,47.97574,0.0,0.0,98.8705,0.0,0.0,0.0,14.663757,0.0,0.0,306.428,5.346298,0.0,0.0,0.0
Jhajjar,0.0,0.0,0.0,0.0,250.21732,0.0,361.21252,0.0,0.0,653.0363,284.25964,0.0,0.0,565.843,442.34778,0.0,0.0,0.0,0.0,352.05963,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55.649384,0.0,0.0,0.0,532.7641,0.0,139.98862,0.0,0.0,0.0,0.0,84.68476,61.35399,239.9732,0.0,636.19904,0.0,0.0,0.0,0.0,403.6892,0.0,0.0,0.0,0.0,0.0,0.0,549.6002,0.0,0.0,0.0,0.0
Jind,0.0,0.0,0.0,0.0,102.737915,92.74034,278.1159,0.0,0.0,371.64972,154.3336,8.434563,0.0,432.14798,133.82645,0.0,0.0,0.0,52.10196,334.77774,0.0,0.0,0.0,0.0,110.928116,0.0,0.0,34.765015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.67123,0.0,62.472336,0.0,0.0,0.0,0.0,75.67691,51.702232,115.74937,0.0,300.54276,72.60881,58.344086,0.0,0.0,82.06908,0.0,0.0,0.0,17.888329,0.0,0.0,289.48215,11.740021,0.0,0.0,0.0
Kaithal,0.0,0.0,0.0,0.0,94.14943,100.11209,264.65805,0.0,0.0,345.52988,142.20522,11.945347,0.0,410.91696,113.999756,0.0,0.0,0.0,57.102234,320.65366,0.0,0.0,0.0,0.0,115.52879,0.0,0.0,41.20053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,202.72458,0.0,59.00538,0.0,0.0,0.0,0.0,70.33117,50.34342,107.988014,0.0,273.79425,72.82265,65.700134,0.0,0.0,65.68593,0.0,0.0,0.0,23.82531,0.0,0.0,269.239,18.532104,0.0,0.0,0.0
Karnal,0.0,0.0,0.0,0.0,92.630066,117.121216,274.4645,0.0,0.0,354.60696,145.70276,15.138062,0.0,428.01132,105.5051,0.0,0.0,0.0,69.72876,339.96527,0.0,0.0,0.0,0.0,129.37492,0.0,0.0,53.623093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,199.98305,0.0,59.622746,0.0,0.0,0.0,0.0,74.60845,55.598644,106.90797,0.0,273.87286,81.23971,83.94992,0.0,0.0,53.477554,0.0,0.0,0.0,30.559006,0.0,0.0,271.07333,26.83377,0.0,0.0,0.0
Kurukshetra,0.0,0.0,0.0,0.0,114.06952,67.01283,282.10602,0.0,0.0,392.84814,165.74333,2.0270538,0.0,441.82056,165.64182,0.0,0.0,0.0,34.841644,331.78162,0.0,0.0,0.0,0.0,92.754395,0.0,0.0,15.289612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.26099,0.0,67.06913,0.0,0.0,0.0,0.0,80.46854,47.98706,124.719955,0.0,334.72134,65.270256,32.725494,0.0,0.0,108.74075,0.0,0.0,0.0,2.194992,0.0,0.0,311.98627,0.0,0.0,0.0,0.0
Mahendragarh,0.0,0.0,0.0,0.0,161.47922,236.45306,487.83026,0.0,0.0,624.902,276.99167,44.560425,0.0,779.1056,148.4415,0.0,0.0,0.0,174.30414,654.426,0.0,0.0,0.0,0.0,244.4599,0.0,0.0,146.0787,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,299.59338,0.0,120.12882,0.0,0.0,0.0,0.0,153.4238,164.96309,151.64868,0.0,451.3657,167.22023,225.9324,0.0,0.0,44.652496,0.0,0.0,0.0,86.384415,0.0,0.0,471.64114,91.598145,0.0,0.0,0.0
Mewat,0.0,0.0,0.0,0.0,292.63074,279.38147,733.2911,0.0,0.0,995.77167,449.5081,70.03432,0.0,1179.362,268.57016,0.0,0.0,0.0,226.71152,998.9317,0.0,0.0,0.0,0.0,299.1366,0.0,0.0,182.54318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,495.32687,0.0,228.52112,0.0,0.0,0.0,0.0,222.27933,315.19028,240.54552,0.0,724.08704,233.4324,309.8219,0.0,0.0,140.69489,0.0,0.0,0.0,136.70898,0.0,0.0,760.52985,122.0383,0.0,0.0,0.0
Palwal,0.0,0.0,0.0,0.0,412.06448,0.0,433.3468,0.0,0.0,943.98157,416.70282,0.0,0.0,683.5603,778.89777,0.0,0.0,134.14908,0.0,348.28015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,227.08702,0.0,0.0,0.0,867.34985,0.0,228.0202,0.0,0.0,0.0,0.0,86.70628,71.71903,374.79688,0.0,995.91003,0.0,0.0,0.0,0.0,762.255,0.0,0.0,0.0,0.0,0.0,0.0,823.2435,0.0,0.0,0.0,0.0
Panchkula,0.0,0.0,0.0,0.0,150.46962,15.449951,308.47696,0.0,0.0,466.81906,197.64206,0.0,0.0,482.70544,229.89789,0.0,0.0,0.0,0.0,346.64517,0.0,0.0,0.0,0.0,55.264923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,323.19785,0.0,88.01858,0.0,0.0,0.0,0.0,79.60899,55.621956,156.19272,0.0,409.4168,49.760162,0.0,0.0,0.0,181.10292,0.0,0.0,0.0,0.0,0.0,0.0,375.15613,0.0,0.0,0.0,0.0
Panipat,0.0,0.0,0.0,0.0,116.36278,72.84418,291.69424,0.0,0.0,401.88016,170.0682,2.6435432,0.0,454.7356,164.5774,0.0,0.0,0.0,40.061707,343.46387,0.0,0.0,0.0,0.0,97.62822,0.0,0.0,21.28952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,252.26547,0.0,68.78514,0.0,0.0,0.0,0.0,81.34478,53.506912,126.230606,0.0,335.50534,67.50776,39.205322,0.0,0.0,109.366714,0.0,0.0,0.0,7.7808685,0.0,0.0,319.11533,0.0,0.0,0.0,0.0
Rewari,0.0,0.0,0.0,0.0,310.46506,0.0,385.07358,0.0,0.0,756.08167,328.43304,0.0,0.0,602.0001,557.9276,0.0,0.0,53.586044,0.0,348.4391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.8835,0.0,0.0,0.0,653.3634,0.0,174.44186,0.0,0.0,0.0,0.0,78.72274,68.01996,290.71265,0.0,758.87897,0.0,0.0,0.0,0.0,535.37756,0.0,0.0,0.0,0.0,0.0,0.0,644.303,0.0,0.0,0.0,0.0
Rohtak,0.0,0.0,0.0,0.0,130.52527,51.69095,298.22473,0.0,0.0,426.53293,180.18,0.0,0.0,462.92108,186.26425,0.0,0.0,0.0,23.999252,344.80377,0.0,0.0,0.0,0.0,80.71622,0.0,0.0,6.3099823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,278.3957,0.0,77.19092,0.0,0.0,0.0,0.0,77.670876,57.538067,137.69916,0.0,357.5823,59.92501,20.00235,0.0,0.0,137.88875,0.0,0.0,0.0,3.4330673,0.0,0.0,337.8485,0.0,0.0,0.0,0.0
Sirsa,0.0,0.0,0.0,0.0,88.93943,117.2554,270.79742,0.0,0.0,345.43445,144.27525,15.8389015,0.0,423.0227,103.1035,0.0,0.0,0.0,71.34352,334.38376,0.0,0.0,0.0,0.0,128.90503,0.0,0.0,55.469772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,191.3851,0.0,57.06284,0.0,0.0,0.0,0.0,75.69753,54.87747,102.91493,0.0,266.15005,81.00061,83.74228,0.0,0.0,50.047043,0.0,0.0,0.0,31.084457,0.0,0.0,267.97784,29.347824,0.0,0.0,0.0
Sonipat,0.0,0.0,0.0,0.0,116.878555,309.13864,460.44803,0.0,0.0,539.8826,238.60503,63.72928,0.0,737.566,58.74167,0.0,0.0,0.0,226.00322,646.33496,0.0,0.0,0.0,0.0,297.66296,0.0,0.0,200.85005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207.65335,0.0,98.10652,0.0,14.966309,0.0,0.0,151.40909,162.85452,114.38405,0.0,353.49203,189.89906,296.93185,0.0,0.0,0.0,0.0,0.0,0.0,116.57486,0.0,0.0,394.7682,137.67299,0.0,0.0,0.0
Yamunanagar,0.0,0.0,0.0,0.0,124.87057,70.56491,298.35318,0.0,0.0,417.29263,175.30063,5.321953,0.0,465.6474,166.41426,0.0,0.0,0.0,39.025635,355.51154,0.0,0.0,0.0,0.0,95.87175,0.0,0.0,19.36737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,261.79752,0.0,77.69811,0.0,0.0,0.0,0.0,78.75531,64.32025,131.82954,0.0,344.38058,68.75525,41.41101,0.0,0.0,116.546616,0.0,0.0,0.0,12.832062,0.0,0.0,329.37772,0.0,0.0,0.0,0.0
Chamba,0.0,0.0,0.0,0.0,123.77617,57.173218,295.2557,0.0,0.0,419.3066,177.34747,0.0,0.0,461.15216,184.98306,0.0,0.0,0.0,26.794495,340.96606,0.0,0.0,0.0,0.0,86.682556,0.0,0.0,7.584305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,273.8105,0.0,71.33562,0.0,0.0,0.0,0.0,81.43904,47.908066,135.18192,0.0,357.41827,61.837914,20.97049,0.0,0.0,128.44011,0.0,0.0,0.0,0.0,0.0,0.0,332.62878,0.0,0.0,0.0,0.0
Hamirpur,0.0,0.0,0.0,0.0,92.58211,117.648834,280.33337,0.0,0.0,359.8055,148.85817,11.678223,0.0,435.35712,114.16031,0.0,0.0,0.0,68.79167,342.63644,0.0,0.0,0.0,0.0,131.42157,0.0,0.0,53.212997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,205.99902,0.0,56.272274,0.0,0.0,0.0,0.0,78.58071,49.441807,108.77052,0.0,282.47717,80.74385,80.33032,0.0,0.0,56.746124,0.0,0.0,0.0,25.588272,0.0,0.0,276.8746,24.200134,0.0,0.0,0.0
